iso_country_code,country,world_region,survey_source ,survey_year,subnational_region,mpi_country,mpi_region,hr_poor,deprivation_intensity,poverty_vulnerability,hr_severe_poverty,population_country_survey_year,population_country_2020,population _country_2021,Population 2021,population _region_2021,population_mpi_poor,n_indicators,missing_indicators
EGY,Egypt,Arab States,DHS,2014,Aswan,0.02,0.018,4.92,37.53,7.25,0.3,"95,592","107,465","109,262",1.75,"1,917",94,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Behera,0.02,0.016,4.16,38.89,12.01,0.62,"95,592","107,465","109,262",8.55,"9,341",389,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Beni Suef,0.02,0.035,9.38,37.25,4.25,1.39,"95,592","107,465","109,262",3.44,"3,764",353,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Cairo,0.02,0.01,2.87,34.19,0.62,0.15,"95,592","107,465","109,262",8.89,"9,714",278,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Dakahlia,0.02,0.006,1.87,34.55,3.33,0,"95,592","107,465","109,262",7.32,"8,001",150,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Damietta,0.02,0.014,3.65,39.44,13.57,0.41,"95,592","107,465","109,262",1.72,"1,880",69,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Fayoum,0.02,0.038,9.6,39.54,7.66,2.11,"95,592","107,465","109,262",3.35,"3,664",352,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Gharbia,0.02,0.014,3.76,35.95,3.26,0.43,"95,592","107,465","109,262",6.33,"6,913",260,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Giza,0.02,0.027,7.42,36.25,3.84,0.56,"95,592","107,465","109,262",9.58,"10,471",777,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Ismailia,0.02,0.014,4.02,35.16,2.29,0.17,"95,592","107,465","109,262",0.76,834,33,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Kafr el-Sheikh,0.02,0.011,3.17,35.36,2.13,0.15,"95,592","107,465","109,262",3.9,"4,257",135,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Kalyubia,0.02,0.01,2.7,36.25,4.11,0,"95,592","107,465","109,262",4.68,"5,108",138,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Luxor,0.02,0.018,4.5,40.55,7.37,0.66,"95,592","107,465","109,262",1.01,"1,103",50,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Matroh,0.02,0.042,10.95,37.92,18.76,1.2,"95,592","107,465","109,262",0.28,311,34,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Menoufia,0.02,0.008,2.29,35.85,3.89,0.19,"95,592","107,465","109,262",4.72,"5,162",118,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Menya,0.02,0.03,8.03,37.85,6.54,0.93,"95,592","107,465","109,262",5.61,"6,124",492,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,New Valley,0.02,0.004,1.12,34.72,3.08,0,"95,592","107,465","109,262",0.23,256,3,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Port Said,0.02,0.001,0.21,34.07,2.42,0,"95,592","107,465","109,262",0.4,442,1,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Qena,0.02,0.015,4.14,35.51,7.96,0.2,"95,592","107,465","109,262",3.41,"3,730",154,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Red Sea,0.02,0.018,4.75,38.65,3.5,0.43,"95,592","107,465","109,262",0.33,361,17,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Sharkia,0.02,0.022,5.72,37.93,11.93,0.1,"95,592","107,465","109,262",8.85,"9,665",553,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Souhag,0.02,0.042,10.41,39.96,10.5,2.02,"95,592","107,465","109,262",4.89,"5,339",556,9,Cooking fuel
EGY,Egypt,Arab States,DHS,2014,Suez,0.02,0.005,1.52,36.12,0.65,0.15,"95,592","107,465","109,262",0.09,93,1,9,Cooking fuel
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,Ahuachapán,0.032,0.035,8.58,40.23,14.47,1.29,"6,210","6,293","6,314",5.27,333,29,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,Cabañas,0.032,0.06,15.5,38.42,12.96,2.22,"6,210","6,293","6,314",4.22,266,41,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,Chalatenango,0.032,0.043,10.51,40.61,13.18,2.3,"6,210","6,293","6,314",3.63,229,24,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,Cuscatlán,0.032,0.033,7.6,43.1,10.1,1.85,"6,210","6,293","6,314",4.78,302,23,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,La Libertad,0.032,0.021,5.06,42.39,6.63,1.32,"6,210","6,293","6,314",11.37,718,36,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,La Paz,0.032,0.038,9.01,42.03,12.24,2.24,"6,210","6,293","6,314",5.58,352,32,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,La Unión,0.032,0.067,15.73,42.5,15.74,4.35,"6,210","6,293","6,314",4.14,261,41,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,Morazán,0.032,0.038,9.99,38.48,13.85,1.16,"6,210","6,293","6,314",3.7,234,23,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,San Miguel,0.032,0.041,9.83,41.93,11.9,2.58,"6,210","6,293","6,314",7.29,460,45,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,San Salvador,0.032,0.013,3.3,40.14,5.33,0.56,"6,210","6,293","6,314",25.43,"1,606",53,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,San Vicente,0.032,0.026,6.81,38.84,10.24,0.6,"6,210","6,293","6,314",3.07,194,13,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,Santa Ana,0.032,0.03,6.96,43.24,9.23,1.63,"6,210","6,293","6,314",8.25,521,36,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,Sonsonate,0.032,0.059,13.58,43.66,11.82,3.64,"6,210","6,293","6,314",7.8,493,67,10,
SLV,El Salvador,Latin America and the Caribbean,MICS,2014,Usulután,0.032,0.036,9.39,38.64,14.6,1.22,"6,210","6,293","6,314",5.46,345,32,10,
SWZ,eSwatini,Sub-Saharan Africa,MICS,2014,Hhohho,0.081,0.075,18.03,41.56,17.57,2.88,"1,126","1,181","1,192",24.98,298,54,10,
SWZ,eSwatini,Sub-Saharan Africa,MICS,2014,Lubombo,0.081,0.116,26.31,44.01,20.53,7.81,"1,126","1,181","1,192",20.08,239,63,10,
SWZ,eSwatini,Sub-Saharan Africa,MICS,2014,Manzini,0.081,0.051,12.74,40.08,20.42,2.02,"1,126","1,181","1,192",36.78,439,56,10,
SWZ,eSwatini,Sub-Saharan Africa,MICS,2014,Shiselweni,0.081,0.113,26.11,43.29,26.6,7.3,"1,126","1,181","1,192",18.16,216,57,10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Addis Ababa,0.367,0.043,11.41,37.97,7.68,1.29,"114,121","117,191","120,283",3.25,"3,905",445,10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Afar,0.367,0.487,84.67,57.46,7.63,62.29,"114,121","117,191","120,283",1.03,"1,242","1,051",10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Amhara,0.367,0.36,69.28,52.01,20.97,38.61,"114,121","117,191","120,283",20.39,"24,532","16,996",10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Benishangul-Gumuz,0.367,0.341,65.38,52.15,25.57,33.56,"114,121","117,191","120,283",1.07,"1,281",838,10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Dire Dawa,0.367,0.178,33.25,53.41,13.1,20.51,"114,121","117,191","120,283",0.58,700,233,10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Gambela,0.367,0.248,54.12,45.85,29.93,21.61,"114,121","117,191","120,283",0.38,454,246,10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Harari,0.367,0.241,45.97,52.43,13.15,26.67,"114,121","117,191","120,283",0.27,330,152,10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Oromia,0.367,0.385,71.5,53.78,17.19,44.38,"114,121","117,191","120,283",40.43,"48,630","34,771",10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Snnpr,0.367,0.363,69.59,52.1,23.98,41.15,"114,121","117,191","120,283",20.23,"24,338","16,938",10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Somali,0.367,0.529,90,58.83,7.26,69.79,"114,121","117,191","120,283",6.19,"7,443","6,699",10,
ETH,Ethiopia,Sub-Saharan Africa,DHS,2019,Tigray,0.367,0.305,58.04,52.54,16.22,33.8,"114,121","117,191","120,283",6.18,"7,428","4,311",10,
FJI,Fiji,East Asia and the Pacific,MICS,2021,Central,0.006,0.004,1.08,40.13,6.73,0.21,925,920,925,41.78,386,4,10,
FJI,Fiji,East Asia and the Pacific,MICS,2021,Eastern,0.006,0.013,3.19,40.24,11.23,0.67,925,920,925,4.07,38,1,10,
FJI,Fiji,East Asia and the Pacific,MICS,2021,Northern,0.006,0.015,3.76,38.72,11.33,0.72,925,920,925,13.75,127,5,10,
FJI,Fiji,East Asia and the Pacific,MICS,2021,Western,0.006,0.004,1.02,34.42,6.34,0,925,920,925,40.4,374,4,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Estuaire,0.07,0.062,14.36,42.89,17.25,3.49,"1,837","2,293","2,341",10.18,238,34,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Haut-Ogooué,0.07,0.1,22.44,44.49,20.28,7.29,"1,837","2,293","2,341",9.57,224,50,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Libreville/Port-Gentil,0.07,0.014,3.7,36.82,16.52,0.08,"1,837","2,293","2,341",53.24,"1,247",46,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Moyen-Ogooué,0.07,0.133,29.72,44.79,27.66,10.55,"1,837","2,293","2,341",3.37,79,23,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Ngounié,0.07,0.194,41.28,46.95,18.21,16.48,"1,837","2,293","2,341",6.55,153,63,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Nyanga,0.07,0.184,41.55,44.35,16,13.85,"1,837","2,293","2,341",2.72,64,26,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Ogooué Maritime,0.07,0.09,20.67,43.29,23.2,6.6,"1,837","2,293","2,341",1.26,29,6,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Ogooué-Ivindo,0.07,0.28,56.66,49.43,19.19,28.71,"1,837","2,293","2,341",3.7,87,49,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Ogooué-Lolo,0.07,0.182,37.66,48.19,24.16,16.56,"1,837","2,293","2,341",3.76,88,33,10,
GAB,Gabon,Sub-Saharan Africa,DHS,2012,Woleu-Ntem,0.07,0.108,25.07,43.22,25.63,7.49,"1,837","2,293","2,341",5.64,132,33,10,
GMB,Gambia,Sub-Saharan Africa,DHS,2019-2020,Banjul,0.198,0.045,10.52,42.7,32.32,1.44,"2,574","2,574","2,640",1.3,34,4,10,
GMB,Gambia,Sub-Saharan Africa,DHS,2019-2020,Basse,0.198,0.318,61.54,51.62,25.56,32.93,"2,574","2,574","2,640",11.04,292,179,10,
GMB,Gambia,Sub-Saharan Africa,DHS,2019-2020,Brikama,0.198,0.144,33.06,43.63,30.43,8.96,"2,574","2,574","2,640",42.96,"1,134",375,10,
GMB,Gambia,Sub-Saharan Africa,DHS,2019-2020,Janjanbureh,0.198,0.4,76.72,52.18,11.7,47.46,"2,574","2,574","2,640",5.85,154,119,10,
GMB,Gambia,Sub-Saharan Africa,DHS,2019-2020,Kanifing,0.198,0.081,19.38,41.71,35.59,2.54,"2,574","2,574","2,640",19.1,504,98,10,
GMB,Gambia,Sub-Saharan Africa,DHS,2019-2020,Kerewan,0.198,0.27,56.8,47.59,24.69,27.16,"2,574","2,574","2,640",10.69,282,160,10,
GMB,Gambia,Sub-Saharan Africa,DHS,2019-2020,Kuntaur,0.198,0.439,80.74,54.41,13.72,54.02,"2,574","2,574","2,640",4.85,128,103,10,
GMB,Gambia,Sub-Saharan Africa,DHS,2019-2020,Mansakonko,0.198,0.27,57,47.32,22.1,23.78,"2,574","2,574","2,640",4.2,111,63,10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Ashanti,0.111,0.073,17.15,42.4,21.53,3.91,"30,871","32,180","32,833",23.31,"7,653","1,312",10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Brong Ahafo,0.111,0.11,24.56,44.95,20.95,8.34,"30,871","32,180","32,833",9.32,"3,062",752,10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Central,0.111,0.085,20.57,41.2,18.16,3.95,"30,871","32,180","32,833",9.71,"3,189",656,10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Eastern,0.111,0.071,17.01,41.91,20.19,3.46,"30,871","32,180","32,833",11.95,"3,924",668,10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Greater Accra,0.111,0.032,7.58,42.78,12,1.63,"30,871","32,180","32,833",10.89,"3,574",271,10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Northern,0.111,0.296,59.39,49.78,19.01,30.77,"30,871","32,180","32,833",10.73,"3,524","2,093",10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Upper East,0.111,0.214,46.34,46.22,28.2,15.97,"30,871","32,180","32,833",3.34,"1,096",508,10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Upper West,0.111,0.202,43.75,46.11,22.96,15.23,"30,871","32,180","32,833",2.53,829,363,10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Volta,0.111,0.14,30.16,46.35,25.04,12.96,"30,871","32,180","32,833",8.28,"2,717",819,10,
GHA,Ghana,Sub-Saharan Africa,MICS,2017-2018,Western,0.111,0.082,19.82,41.34,20.2,4.43,"30,871","32,180","32,833",9.95,"3,265",647,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Alta Verapaz,0.134,0.254,54.03,47.1,17.5,21.2,"16,001","17,363","17,608",7.45,"1,311",709,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Baja Verapaz,0.134,0.175,37.58,46.56,22.47,15.12,"16,001","17,363","17,608",1.93,339,127,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Chimaltenango,0.134,0.104,22.84,45.55,28.1,8.41,"16,001","17,363","17,608",4.13,727,166,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Chiquimula,0.134,0.22,44.24,49.65,17.45,23.84,"16,001","17,363","17,608",2.92,514,227,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,El Progreso,0.134,0.081,18.33,43.96,18.84,6.04,"16,001","17,363","17,608",1.26,221,41,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Escuintla,0.134,0.073,17.29,42.01,22.11,4.68,"16,001","17,363","17,608",4.65,819,142,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Guatemala Municipio,0.134,0.015,3.56,43.55,10.47,1.42,"16,001","17,363","17,608",6.24,"1,099",39,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Guatemala Resto,0.134,0.038,8.77,42.8,16.93,2.25,"16,001","17,363","17,608",13.26,"2,336",205,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Huehuetenango,0.134,0.233,47.29,49.31,23.76,23.32,"16,001","17,363","17,608",7.55,"1,329",629,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Izabal,0.134,0.128,29.37,43.68,17.84,8.43,"16,001","17,363","17,608",2.72,480,141,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Jalapa,0.134,0.191,39,49.01,18.36,18.44,"16,001","17,363","17,608",2.34,412,161,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Jutiapa,0.134,0.125,26.63,46.85,21.61,12.05,"16,001","17,363","17,608",3.55,626,167,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Petén,0.134,0.173,38.47,45.01,18.51,13.35,"16,001","17,363","17,608",3.84,676,260,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Quetzaltenango,0.134,0.108,24.89,43.48,25.31,7.22,"16,001","17,363","17,608",6.2,"1,091",272,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Quiché,0.134,0.228,48.32,47.29,25.01,20.84,"16,001","17,363","17,608",6.76,"1,190",575,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Retalhuleu,0.134,0.115,26.03,44.06,21.15,8.35,"16,001","17,363","17,608",2.45,432,112,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Sacatepéquez,0.134,0.06,13.67,43.81,17.33,4.92,"16,001","17,363","17,608",2.09,369,50,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,San Marcos,0.134,0.146,31.49,46.39,26.46,12.46,"16,001","17,363","17,608",7.11,"1,252",394,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Santa Rosa,0.134,0.101,23.38,43.34,20.57,5.91,"16,001","17,363","17,608",2.89,508,119,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Sololá,0.134,0.111,25.8,43.06,32.9,6.78,"16,001","17,363","17,608",2.48,437,113,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Suchitepéquez,0.134,0.126,29.47,42.88,21.68,8.33,"16,001","17,363","17,608",3.5,617,182,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Totonicapán,0.134,0.157,34.45,45.7,27.72,12.27,"16,001","17,363","17,608",2.75,485,167,10,
GTM,Guatemala,Latin America and the Caribbean,DHS,2014-2015,Zacapa,0.134,0.128,26.33,48.46,19.49,12.48,"16,001","17,363","17,608",1.93,340,90,10,
GIN,Guinea,Sub-Saharan Africa,DHS,2018,Boké,0.373,0.422,71.65,58.91,12.3,51.42,"12,555","13,205","13,532",10.43,"1,412","1,011",10,
GIN,Guinea,Sub-Saharan Africa,DHS,2018,Conakry,0.373,0.063,14.29,44.23,33.86,3.79,"12,555","13,205","13,532",14.93,"2,020",289,10,
GIN,Guinea,Sub-Saharan Africa,DHS,2018,Faranah,0.373,0.489,82.72,59.09,12.25,62.22,"12,555","13,205","13,532",9.98,"1,351","1,117",10,
GIN,Guinea,Sub-Saharan Africa,DHS,2018,Kankan,0.373,0.417,75.72,55.09,13.54,46.75,"12,555","13,205","13,532",14.43,"1,953","1,479",10,
GIN,Guinea,Sub-Saharan Africa,DHS,2018,Kindia,0.373,0.364,63.31,57.46,16.61,42.09,"12,555","13,205","13,532",14.61,"1,977","1,251",10,
GIN,Guinea,Sub-Saharan Africa,DHS,2018,Labé,0.373,0.494,84.04,58.76,8.91,59.83,"12,555","13,205","13,532",10.1,"1,366","1,148",10,
GIN,Guinea,Sub-Saharan Africa,DHS,2018,Mamou,0.373,0.401,73.4,54.64,15.08,46.74,"12,555","13,205","13,532",8.9,"1,205",884,10,
GIN,Guinea,Sub-Saharan Africa,DHS,2018,N’Zérékoré,0.373,0.434,79.12,54.8,13.36,49.79,"12,555","13,205","13,532",16.62,"2,249","1,780",10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,Bafatá,0.341,0.425,78.58,54.06,14.04,49.11,"1,970","2,016","2,061",18.49,381,299,10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,Biombo,0.341,0.286,59.26,48.21,30.47,23.57,"1,970","2,016","2,061",7.87,162,96,10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,Bolama,0.341,0.324,66.86,48.45,25.05,31.05,"1,970","2,016","2,061",1.76,36,24,10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,Cacheu,0.341,0.292,61.52,47.5,30.38,22.73,"1,970","2,016","2,061",10.9,225,138,10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,Gabú,0.341,0.489,83.65,58.51,10.65,58.26,"1,970","2,016","2,061",15.94,328,275,10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,Oio,0.341,0.476,83.4,57.11,11.78,58.54,"1,970","2,016","2,061",13.98,288,240,10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,Quinara,0.341,0.335,67.89,49.32,26.23,30.4,"1,970","2,016","2,061",4.78,98,67,10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,SAB,0.341,0.11,25.83,42.41,25.83,6,"1,970","2,016","2,061",21.53,444,115,10,
GNB,Guinea-Bissau,Sub-Saharan Africa,MICS,2018-2019,Tombali,0.341,0.377,74.13,50.89,22.13,35.95,"1,970","2,016","2,061",4.76,98,73,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Barima-Waini,0.007,0.063,15.46,40.98,17.81,2.03,797,797,805,2.62,21,3,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Cuyuni-Mazaruni,0.007,0.054,12.61,42.59,13.49,3.41,797,797,805,1.71,14,2,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Demerara-Mahaica,0.007,0.002,0.46,33.33,3.61,0,797,797,805,42.24,340,2,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,East Berbice-Corentyne,0.007,0.005,1.25,38.83,10.79,0.03,797,797,805,14.3,115,1,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Essequibo Islands-West Demerara,0.007,0.001,0.25,34.42,3.89,0,797,797,805,17.99,145,0,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Mahaica-Berbice,0.007,0,0.07,38.89,9.69,0,797,797,805,5.57,45,0,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Pomeroon-Supenaam,0.007,0.009,2.24,38.03,7.51,0.33,797,797,805,6.28,50,1,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Potaro-Siparuni,0.007,0.102,22.98,44.33,20.24,6.68,797,797,805,0.69,6,1,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Upper Demerara-Berbice,0.007,0.003,0.77,39.77,3.14,0.19,797,797,805,5.05,41,0,10,
GUY,Guyana,Latin America and the Caribbean,MICS,2019-2020,Upper Takutu-Upper Essequibo,0.007,0.047,12.42,37.97,20.41,0.85,797,797,805,3.54,29,4,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Aire Métropolitaine,0.2,0.059,13.83,42.58,18.36,3.32,"10,864","11,307","11,448",20.17,"2,309",319,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Artibonite,0.2,0.25,50.63,49.44,19.84,24.52,"10,864","11,307","11,448",14.99,"1,716",869,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Centre,0.2,0.294,57.86,50.74,20.74,30.94,"10,864","11,307","11,448",7.56,865,500,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Grande Anse,0.2,0.296,60.71,48.82,26.01,29.43,"10,864","11,307","11,448",4.54,519,315,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Nippes,0.2,0.187,41.79,44.77,25.85,16.42,"10,864","11,307","11,448",3.28,375,157,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Nord,0.2,0.195,40.96,47.57,23.23,16.82,"10,864","11,307","11,448",10.82,"1,239",507,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Nord-Est,0.2,0.203,43.14,47.06,25.09,16.51,"10,864","11,307","11,448",3.64,417,180,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Nord-Ouest,0.2,0.23,50,46.06,27.43,20.15,"10,864","11,307","11,448",5.31,608,304,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Rest-Ouest,0.2,0.23,45.71,50.37,20.89,23,"10,864","11,307","11,448",16.1,"1,843",843,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Sud,0.2,0.226,45.97,49.19,23.38,21.9,"10,864","11,307","11,448",7.63,874,402,10,
HTI,Haiti,Latin America and the Caribbean,DHS,2016-2017,Sud-Est,0.2,0.225,48.1,46.68,25.88,18.5,"10,864","11,307","11,448",5.96,683,328,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Atlántida,0.051,0.024,6.54,37.32,11.56,0.44,"9,959","10,122","10,278",4.72,486,32,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Choluteca,0.051,0.06,14.2,41.93,18.61,2.99,"9,959","10,122","10,278",5.82,598,85,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Colón,0.051,0.039,9.01,43.22,15.4,1.96,"9,959","10,122","10,278",3.65,375,34,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Comayauga,0.051,0.067,14.78,45.48,17.88,5.5,"9,959","10,122","10,278",6.25,642,95,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Copán,0.051,0.097,21.61,44.87,19.58,7.75,"9,959","10,122","10,278",4.61,474,102,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Cortés,0.051,0.014,3.53,39.78,9.37,0.26,"9,959","10,122","10,278",11.54,"1,186",42,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Distrito Central,0.051,0.007,1.56,42.04,4.11,0.41,"9,959","10,122","10,278",9.81,"1,008",16,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,El Paraíso,0.051,0.06,14.57,40.98,18.95,2.68,"9,959","10,122","10,278",5.84,600,87,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Francisco Morazán,0.051,0.046,11.32,40.53,15.45,1.78,"9,959","10,122","10,278",7.12,731,83,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Gracias a Dios,0.051,0.162,35.62,45.49,26.03,13.49,"9,959","10,122","10,278",0.99,102,36,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Intibucá,0.051,0.089,21.32,41.82,25.29,4.92,"9,959","10,122","10,278",3.15,324,69,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Islas de la Bahía,0.051,0.004,1.01,36.19,8.43,0,"9,959","10,122","10,278",0.85,87,1,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,La Paz,0.051,0.076,17.4,43.48,21.17,5.52,"9,959","10,122","10,278",2.59,266,46,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Lempira,0.051,0.119,28.1,42.43,27.6,7.18,"9,959","10,122","10,278",4.31,443,124,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Ocotepeque,0.051,0.051,12.06,41.9,21.04,2.59,"9,959","10,122","10,278",1.91,197,24,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Olancho,0.051,0.097,21.62,44.8,14.6,6.29,"9,959","10,122","10,278",6.26,644,139,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,San Pedro Sula,0.051,0.005,1.5,34.58,4.72,0,"9,959","10,122","10,278",5.96,613,9,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Santa Bárbara,0.051,0.045,10.87,41.01,19.93,2.41,"9,959","10,122","10,278",5.27,542,59,10,
