iso_country_code,country,world_region,survey_source ,survey_year,subnational_region,mpi_country,mpi_region,hr_poor,deprivation_intensity,poverty_vulnerability,hr_severe_poverty,population_country_survey_year,population_country_2020,population _country_2021,Population 2021,population _region_2021,population_mpi_poor,n_indicators,missing_indicators
HND,Honduras,Latin America and the Caribbean,MICS,2019,Valle,0.051,0.042,10.74,39.56,18.82,1.63,"9,959","10,122","10,278",2.39,245,26,10,
HND,Honduras,Latin America and the Caribbean,MICS,2019,Yoro,0.051,0.074,16.88,44.06,13.33,5.13,"9,959","10,122","10,278",6.96,715,121,10,
IND,India,South Asia,DHS,2019-2021,Andaman & Nicobar Islands,0.069,0.014,3.67,38.64,10.16,0.46,"1,407,564","1,396,387","1,407,564",0.03,401,15,10,
IND,India,South Asia,DHS,2019-2021,Andhra Pradesh,0.069,0.029,7.32,39.09,15.53,0.97,"1,407,564","1,396,387","1,407,564",3.79,"53,414","3,911",10,
IND,India,South Asia,DHS,2019-2021,Arunachal Pradesh,0.069,0.054,13.21,40.94,18.46,2.74,"1,407,564","1,396,387","1,407,564",0.08,"1,126",149,10,
IND,India,South Asia,DHS,2019-2021,Assam,0.069,0.09,21.41,42,21.69,5.43,"1,407,564","1,396,387","1,407,564",2.67,"37,569","8,044",10,
IND,India,South Asia,DHS,2019-2021,Bihar,0.069,0.154,34.66,44.55,19.98,13.19,"1,407,564","1,396,387","1,407,564",9.02,"127,019","44,026",10,
IND,India,South Asia,DHS,2019-2021,Chandigarh,0.069,0.018,3.94,45.18,6.94,1.18,"1,407,564","1,396,387","1,407,564",0.07,934,37,10,
IND,India,South Asia,DHS,2019-2021,Chhattisgarh,0.069,0.073,17.88,40.91,24,3.73,"1,407,564","1,396,387","1,407,564",2.41,"33,921","6,067",10,
IND,India,South Asia,DHS,2019-2021,Dadra & Nagar Haveli and Daman & Diu,0.069,0.056,14.27,39.17,19.38,2.41,"1,407,564","1,396,387","1,407,564",0.04,552,79,10,
IND,India,South Asia,DHS,2019-2021,Delhi,0.069,0.013,3.35,39.91,7.19,0.49,"1,407,564","1,396,387","1,407,564",1.41,"19,841",666,10,
IND,India,South Asia,DHS,2019-2021,Goa,0.069,0.005,1.39,38.23,6.39,0.14,"1,407,564","1,396,387","1,407,564",0.14,"1,990",28,10,
IND,India,South Asia,DHS,2019-2021,Gujarat,0.069,0.059,14.4,40.98,17.74,3.02,"1,407,564","1,396,387","1,407,564",4.94,"69,500","10,010",10,
IND,India,South Asia,DHS,2019-2021,Haryana,0.069,0.03,7.17,41.55,17.91,1.59,"1,407,564","1,396,387","1,407,564",1.99,"28,055","2,013",10,
IND,India,South Asia,DHS,2019-2021,Himachal Pradesh,0.069,0.02,5.31,38.33,17.42,0.63,"1,407,564","1,396,387","1,407,564",0.55,"7,722",410,10,
IND,India,South Asia,DHS,2019-2021,Jammu & Kashmir,0.069,0.025,6.26,39.79,11.16,1.01,"1,407,564","1,396,387","1,407,564",0.93,"13,156",823,10,
IND,India,South Asia,DHS,2019-2021,Jharkhand,0.069,0.132,30.6,43.07,22.54,9.15,"1,407,564","1,396,387","1,407,564",2.63,"37,040","11,336",10,
IND,India,South Asia,DHS,2019-2021,Karnataka,0.069,0.033,8.5,39.23,17.97,1.28,"1,407,564","1,396,387","1,407,564",5.15,"72,441","6,156",10,
IND,India,South Asia,DHS,2019-2021,Kerala,0.069,0.003,0.86,35.72,8.64,0.03,"1,407,564","1,396,387","1,407,564",2.74,"38,524",330,10,
IND,India,South Asia,DHS,2019-2021,Ladakh,0.069,0.024,6.51,37.45,13.46,0.8,"1,407,564","1,396,387","1,407,564",0.02,228,15,10,
IND,India,South Asia,DHS,2019-2021,Lakshadweep,0.069,0.003,0.88,36.97,14.3,0,"1,407,564","1,396,387","1,407,564",0.01,81,1,10,
IND,India,South Asia,DHS,2019-2021,Madhya Pradesh,0.069,0.099,23.96,41.49,22.19,5.47,"1,407,564","1,396,387","1,407,564",5.87,"82,555","19,782",10,
IND,India,South Asia,DHS,2019-2021,Maharashtra,0.069,0.036,8.99,39.71,16.93,1.4,"1,407,564","1,396,387","1,407,564",9.35,"131,568","11,825",10,
IND,India,South Asia,DHS,2019-2021,Manipur,0.069,0.038,9.67,39.65,17.4,1.38,"1,407,564","1,396,387","1,407,564",0.19,"2,647",256,10,
IND,India,South Asia,DHS,2019-2021,Meghalaya,0.069,0.123,27.02,45.53,20.02,10.31,"1,407,564","1,396,387","1,407,564",0.26,"3,711","1,003",10,
IND,India,South Asia,DHS,2019-2021,Mizoram,0.069,0.025,5.75,42.76,9.11,1.76,"1,407,564","1,396,387","1,407,564",0.09,"1,200",69,10,
IND,India,South Asia,DHS,2019-2021,Nagaland,0.069,0.066,17.06,38.71,15.48,2.89,"1,407,564","1,396,387","1,407,564",0.11,"1,512",258,10,
IND,India,South Asia,DHS,2019-2021,Odisha,0.069,0.086,20.8,41.51,19.43,5.17,"1,407,564","1,396,387","1,407,564",3.39,"47,679","9,917",10,
IND,India,South Asia,DHS,2019-2021,Puducherry,0.069,0.005,1.42,36.65,6.78,0.04,"1,407,564","1,396,387","1,407,564",0.09,"1,296",18,10,
IND,India,South Asia,DHS,2019-2021,Punjab,0.069,0.019,4.73,39.86,12.37,0.71,"1,407,564","1,396,387","1,407,564",2.08,"29,293","1,386",10,
IND,India,South Asia,DHS,2019-2021,Rajasthan,0.069,0.068,16.57,41.01,22.77,3.65,"1,407,564","1,396,387","1,407,564",6.12,"86,079","14,263",10,
IND,India,South Asia,DHS,2019-2021,Sikkim,0.069,0.014,3.67,38.1,9.66,0.48,"1,407,564","1,396,387","1,407,564",0.04,584,21,10,
IND,India,South Asia,DHS,2019-2021,Tamil Nadu,0.069,0.014,3.84,36.92,12.66,0.22,"1,407,564","1,396,387","1,407,564",5.89,"82,854","3,180",10,
IND,India,South Asia,DHS,2019-2021,Telangana,0.069,0.027,6.78,39.12,16.96,0.81,"1,407,564","1,396,387","1,407,564",2.35,"33,049","2,240",10,
IND,India,South Asia,DHS,2019-2021,Tripura,0.069,0.063,15.7,40.43,20.7,2.83,"1,407,564","1,396,387","1,407,564",0.3,"4,240",666,10,
IND,India,South Asia,DHS,2019-2021,Uttar Pradesh,0.069,0.098,22.94,42.83,21.48,6.59,"1,407,564","1,396,387","1,407,564",16.7,"234,997","53,905",10,
IND,India,South Asia,DHS,2019-2021,Uttarakhand,0.069,0.039,9.81,39.88,16.17,1.51,"1,407,564","1,396,387","1,407,564",0.79,"11,112","1,090",10,
IND,India,South Asia,DHS,2019-2021,West Bengal,0.069,0.061,15.27,39.73,20.21,2.83,"1,407,564","1,396,387","1,407,564",7.79,"109,670","16,747",10,
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Aceh,0.014,0.012,3.04,38.81,5.01,0.41,"264,499","271,858","273,753",1.86,"5,082",154,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Bali,0.014,0.008,2.19,35.97,3.92,0,"264,499","271,858","273,753",1.88,"5,152",113,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Bangka Belitung,0.014,0.015,3.94,37.19,4.05,0.31,"264,499","271,858","273,753",0.56,"1,527",60,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Banten,0.014,0.015,3.91,38.95,4.4,0.61,"264,499","271,858","273,753",4.29,"11,749",460,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Bengkulu,0.014,0.008,2.2,36.18,4.11,0.23,"264,499","271,858","273,753",0.74,"2,013",44,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Central Java,0.014,0.01,2.76,36.2,4.22,0.11,"264,499","271,858","273,753",13.56,"37,121","1,025",9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Central Kalimantan,0.014,0.017,4.68,36.96,7.45,0,"264,499","271,858","273,753",0.86,"2,361",110,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Central Sulawesi,0.014,0.025,6.63,37.88,7.67,0.45,"264,499","271,858","273,753",1.11,"3,047",202,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,East Java,0.014,0.011,2.95,36.76,4.62,0.1,"264,499","271,858","273,753",15.43,"42,241","1,246",9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,East Kalimantan,0.014,0.009,2.36,37.04,1.82,0.15,"264,499","271,858","273,753",1.18,"3,229",76,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,East Nusa Tenggara,0.014,0.066,16.12,40.69,21.75,3.12,"264,499","271,858","273,753",1.99,"5,445",877,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Gorontalo,0.014,0.036,8.88,40,7.87,1.37,"264,499","271,858","273,753",0.44,"1,201",107,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Jakarta,0.014,0.005,1.49,35.01,0.54,0.12,"264,499","271,858","273,753",3.66,"10,024",150,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Jambi,0.014,0.007,1.81,36.75,3.69,0,"264,499","271,858","273,753",1.32,"3,607",65,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Lampung,0.014,0.013,3.39,37.49,5.73,0.2,"264,499","271,858","273,753",3.09,"8,466",287,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Maluku,0.014,0.021,5.36,39.14,9.96,0.56,"264,499","271,858","273,753",0.65,"1,786",96,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,North Kalimantan,0.014,0.024,6.19,39.09,3.16,0.82,"264,499","271,858","273,753",0.21,576,36,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,North Maluku,0.014,0.033,7.75,43.01,12.56,2.02,"264,499","271,858","273,753",0.43,"1,173",91,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,North Sulawesi,0.014,0.008,2.07,38.12,3.07,0.2,"264,499","271,858","273,753",0.9,"2,467",51,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,North Sumatera,0.014,0.021,4.95,42.09,4.92,1.6,"264,499","271,858","273,753",5.35,"14,657",726,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Papua,0.014,0.083,17.93,46.21,16.32,5.84,"264,499","271,858","273,753",1.25,"3,426",614,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Riau,0.014,0.009,2.31,38.91,2.94,0.49,"264,499","271,858","273,753",2.47,"6,775",156,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Riau Islands,0.014,0.005,1.41,36.69,1.24,0,"264,499","271,858","273,753",0.68,"1,864",26,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,South Kalimantan,0.014,0.019,4.95,37.63,5.67,0.36,"264,499","271,858","273,753",1.56,"4,277",212,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,South Sulawesi,0.014,0.011,2.88,37.86,4.95,0.1,"264,499","271,858","273,753",3.09,"8,461",244,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,South Sumatera,0.014,0.015,3.74,40.6,4.75,0.67,"264,499","271,858","273,753",3.07,"8,399",314,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Southeast Sulawesi,0.014,0.021,5.18,40.32,5.39,1.1,"264,499","271,858","273,753",0.93,"2,553",132,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,West Java,0.014,0.009,2.39,37.02,3.12,0.14,"264,499","271,858","273,753",19.24,"52,684","1,260",9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,West Kalimantan,0.014,0.021,5.35,39.34,8.42,0.59,"264,499","271,858","273,753",1.87,"5,119",274,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,West Nusa Tenggara,0.014,0.017,4.53,37.04,4.33,0.38,"264,499","271,858","273,753",1.99,"5,457",247,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,West Papua,0.014,0.041,9.58,43.25,4.25,2.86,"264,499","271,858","273,753",0.27,752,72,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,West Sulawesi,0.014,0.028,7.13,39.37,11.06,0.73,"264,499","271,858","273,753",0.49,"1,334",95,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,West Sumatera,0.014,0.012,3.42,36.41,4.86,0.38,"264,499","271,858","273,753",1.98,"5,410",185,9,Nutrition
IDN,Indonesia,East Asia and the Pacific,DHS,2017,Yogyakarta,0.014,0.008,2.29,35.4,1.36,0,"264,499","271,858","273,753",1.58,"4,317",99,9,Nutrition
IRQ,Iraq,Arab States,MICS,2018,Al-Anbar,0.033,0.036,9.8,36.74,4.65,1.31,"40,591","42,557","43,534",4.03,"1,756",172,10,
IRQ,Iraq,Arab States,MICS,2018,Al-Muthanna,0.033,0.051,13.79,37.03,3.25,1.72,"40,591","42,557","43,534",3.3,"1,439",198,10,
IRQ,Iraq,Arab States,MICS,2018,Al-Najaf,0.033,0.049,10.7,45.4,9.78,4.39,"40,591","42,557","43,534",3.88,"1,691",181,10,
IRQ,Iraq,Arab States,MICS,2018,Al-Qadissiyah,0.033,0.03,7.73,38.92,9.23,1.16,"40,591","42,557","43,534",2.98,"1,297",100,10,
IRQ,Iraq,Arab States,MICS,2018,Babil,0.033,0.035,8.81,40.29,8.03,1.68,"40,591","42,557","43,534",4.71,"2,050",181,10,
IRQ,Iraq,Arab States,MICS,2018,Baghdad,0.033,0.027,7.23,37.12,4,1.14,"40,591","42,557","43,534",16.91,"7,361",533,10,
IRQ,Iraq,Arab States,MICS,2018,Basra,0.033,0.054,13.82,38.78,8.79,2.25,"40,591","42,557","43,534",8.09,"3,523",487,10,
IRQ,Iraq,Arab States,MICS,2018,Diyala,0.033,0.014,3.96,35.18,3.64,0.21,"40,591","42,557","43,534",5.67,"2,467",98,10,
IRQ,Iraq,Arab States,MICS,2018,Dohuk,0.033,0.02,5.15,38.35,2.95,0.98,"40,591","42,557","43,534",3.42,"1,489",77,10,
IRQ,Iraq,Arab States,MICS,2018,Erbil,0.033,0.012,3.46,35.57,5.32,0,"40,591","42,557","43,534",7.86,"3,420",118,10,
IRQ,Iraq,Arab States,MICS,2018,Karbala,0.033,0.038,9.98,38.13,4.7,1.72,"40,591","42,557","43,534",2.92,"1,269",127,10,
IRQ,Iraq,Arab States,MICS,2018,Kirkuk,0.033,0.022,5.97,36.33,1.9,0.44,"40,591","42,557","43,534",4.13,"1,796",107,10,
IRQ,Iraq,Arab States,MICS,2018,Missan,0.033,0.066,16.98,38.86,10.57,3.04,"40,591","42,557","43,534",4.2,"1,828",310,10,
IRQ,Iraq,Arab States,MICS,2018,Ninewa,0.033,0.042,11.61,36.34,3.01,1.54,"40,591","42,557","43,534",9.48,"4,129",479,10,
IRQ,Iraq,Arab States,MICS,2018,Salahaddin,0.033,0.019,5.2,36.31,2.58,0.27,"40,591","42,557","43,534",3.01,"1,311",68,10,
IRQ,Iraq,Arab States,MICS,2018,Suleimaniya,0.033,0.008,2.27,36.59,2.69,0.28,"40,591","42,557","43,534",5.28,"2,298",52,10,
IRQ,Iraq,Arab States,MICS,2018,Thi-Qar,0.033,0.042,11.66,36.39,3.48,1.25,"40,591","42,557","43,534",6.68,"2,909",339,10,
IRQ,Iraq,Arab States,MICS,2018,Wasit,0.033,0.034,8.77,38.69,11.77,1.49,"40,591","42,557","43,534",3.45,"1,502",132,10,
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,Clarendon,0.011,0.009,2.48,35.91,4.94,0.24,"2,812","2,820","2,828",9.66,273,7,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,Hanover,0.011,0.004,1.08,36.17,10.84,0,"2,812","2,820","2,828",2.77,78,1,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,Kingston,0.011,0.009,2.21,41.79,6.22,0,"2,812","2,820","2,828",3.29,93,2,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,Manchester,0.011,0.008,2.22,35.97,3.53,0,"2,812","2,820","2,828",6.35,179,4,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,Portland,0.011,0.017,4.59,37.3,9.09,0,"2,812","2,820","2,828",3.08,87,4,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,St. Andrew,0.011,0.007,1.79,38.5,1.55,0,"2,812","2,820","2,828",21.52,608,11,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,St. Ann,0.011,0.019,4.82,38.74,6.27,0,"2,812","2,820","2,828",5.99,169,8,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,St. Catherine,0.011,0.012,2.96,40.99,4.11,0.84,"2,812","2,820","2,828",19.78,559,17,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,St. Elizabeth,0.011,0.007,1.84,36.47,8.17,0,"2,812","2,820","2,828",5.31,150,3,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,St. James,0.011,0.011,2.86,37.12,4.91,0,"2,812","2,820","2,828",6.9,195,6,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,St. Mary,0.011,0.024,5.75,41.09,9.81,0,"2,812","2,820","2,828",4.56,129,7,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,St. Thomas,0.011,0.014,3.54,40.22,4.31,0.71,"2,812","2,820","2,828",3.13,88,3,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,Trelawny,0.011,0.018,4.17,42.73,9.15,0.86,"2,812","2,820","2,828",2.38,67,3,9,Child mortality
JAM,Jamaica,Latin America and the Caribbean,JSLC,2018,Westmoreland,0.011,0.009,2.34,37.5,8.01,0,"2,812","2,820","2,828",5.3,150,4,9,Child mortality
JOR,Jordan,Arab States,DHS,2017-2018,Aljoun,0.002,0.002,0.45,35.57,0.43,0,"10,460","10,929","11,148",2.18,243,1,10,
JOR,Jordan,Arab States,DHS,2017-2018,Amman,0.002,0.001,0.3,35.4,0.18,0,"10,460","10,929","11,148",40.09,"4,470",14,10,
JOR,Jordan,Arab States,DHS,2017-2018,Aqaba,0.002,0,0.06,38.89,0.13,0,"10,460","10,929","11,148",2.37,264,0,10,
JOR,Jordan,Arab States,DHS,2017-2018,Balqa,0.002,0.002,0.54,39.71,1.6,0,"10,460","10,929","11,148",5.61,625,3,10,
JOR,Jordan,Arab States,DHS,2017-2018,Irbid,0.002,0.002,0.5,35.57,0.71,0,"10,460","10,929","11,148",17.91,"1,996",10,10,
JOR,Jordan,Arab States,DHS,2017-2018,Jerash,0.002,0.002,0.59,34.38,1.41,0,"10,460","10,929","11,148",2.84,316,2,10,
JOR,Jordan,Arab States,DHS,2017-2018,Karak,0.002,0,0.12,33.33,1.11,0,"10,460","10,929","11,148",3.73,415,1,10,
JOR,Jordan,Arab States,DHS,2017-2018,Ma'an,0.002,0.006,1.82,33.63,2.1,0,"10,460","10,929","11,148",1.61,179,3,10,
JOR,Jordan,Arab States,DHS,2017-2018,Madaba,0.002,0.002,0.68,35.58,0.51,0,"10,460","10,929","11,148",2.33,260,2,10,
JOR,Jordan,Arab States,DHS,2017-2018,Mafraq,0.002,0.003,0.9,34.75,2.41,0,"10,460","10,929","11,148",5.91,659,6,10,
JOR,Jordan,Arab States,DHS,2017-2018,Tafilah,0.002,0.001,0.16,33.33,0.31,0,"10,460","10,929","11,148",1.39,155,0,10,
JOR,Jordan,Arab States,DHS,2017-2018,Zarqa,0.002,0.001,0.41,34.63,0.86,0.01,"10,460","10,929","11,148",14.04,"1,565",6,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Akmola,0.002,0,0.09,33.33,0.77,0,"17,836","18,979","19,196",4.93,946,1,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Aktobe,0.002,0.003,0.79,33.33,0.79,0,"17,836","18,979","19,196",6.26,"1,201",9,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Almaty City,0.002,0.001,0.17,33.33,0.23,0,"17,836","18,979","19,196",7.49,"1,438",2,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Almaty Oblast,0.002,0.002,0.57,33.33,1.51,0,"17,836","18,979","19,196",8.09,"1,554",9,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Astana City,0.002,0,0,,1.44,0,"17,836","18,979","19,196",7.12,"1,367",0,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Atyrau,0.002,0.004,1.18,33.33,0.12,0,"17,836","18,979","19,196",3.23,619,7,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,East Kazakhstan,0.002,0,0,,1.05,0,"17,836","18,979","19,196",7.31,"1,404",0,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Karaganda,0.002,0,0,,1.67,0,"17,836","18,979","19,196",8.08,"1,552",0,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Kostanai,0.002,0,0.05,33.33,3.22,0,"17,836","18,979","19,196",5.17,993,0,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Kyzylorda,0.002,0.004,0.95,38.89,11.05,0,"17,836","18,979","19,196",3.37,648,6,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Mangistau,0.002,0.001,0.24,38.89,0.83,0,"17,836","18,979","19,196",3.05,585,1,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,North Kazakhstan,0.002,0,0.06,33.33,1.78,0,"17,836","18,979","19,196",3.02,580,0,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Pavlodar,0.002,0.001,0.37,35.39,0.77,0,"17,836","18,979","19,196",4.07,781,3,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,South Kasakhstan,0.002,0.004,1.18,36.96,1.89,0,"17,836","18,979","19,196",17.7,"3,397",40,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,West Kazakhstan,0.002,0,0,,3.46,0,"17,836","18,979","19,196",4.61,884,0,10,
KAZ,Kazakhstan,Europe and Central Asia,MICS,2015,Zhambyl,0.002,0.002,0.53,33.33,1.72,0,"17,836","18,979","19,196",6.5,"1,247",7,10,
KEN,Kenya,Sub-Saharan Africa,DHS,2014,Central,0.171,0.074,18.27,40.25,35.42,2.47,"45,832","51,986","53,006",11.17,"5,919","1,081",10,
KEN,Kenya,Sub-Saharan Africa,DHS,2014,Coast,0.171,0.212,44.7,47.5,28.53,18.89,"45,832","51,986","53,006",9.8,"5,195","2,322",10,
KEN,Kenya,Sub-Saharan Africa,DHS,2014,Eastern,0.171,0.178,40.13,44.37,42,12.78,"45,832","51,986","53,006",14.94,"7,917","3,178",10,
KEN,Kenya,Sub-Saharan Africa,DHS,2014,Nairobi,0.171,0.028,7.07,39.74,13.33,1.59,"45,832","51,986","53,006",8.69,"4,606",326,10,
KEN,Kenya,Sub-Saharan Africa,DHS,2014,North Eastern,0.171,0.484,84.58,57.24,9.11,60.4,"45,832","51,986","53,006",2.85,"1,512","1,279",10,
KEN,Kenya,Sub-Saharan Africa,DHS,2014,Nyanza,0.171,0.165,38.81,42.49,43.85,8.97,"45,832","51,986","53,006",14.11,"7,480","2,903",10,
KEN,Kenya,Sub-Saharan Africa,DHS,2014,Rift Valley,0.171,0.206,44.19,46.55,35.06,15.78,"45,832","51,986","53,006",26.61,"14,104","6,233",10,
KEN,Kenya,Sub-Saharan Africa,DHS,2014,Western,0.171,0.177,40.56,43.55,49.25,9.11,"45,832","51,986","53,006",11.83,"6,272","2,544",10,
KIR,Kiribati,East Asia and the Pacific,MICS,2018-2019,Central Gilbert,0.08,0.118,29.2,40.36,46.03,3.48,124,126,129,6.54,8,2,10,
KIR,Kiribati,East Asia and the Pacific,MICS,2018-2019,Line And Phoenix Group,0.08,0.115,26.61,43.26,38.87,7.71,124,126,129,7.44,10,3,10,
KIR,Kiribati,East Asia and the Pacific,MICS,2018-2019,Northern Gilbert,0.08,0.131,32.28,40.47,36.84,5.35,124,126,129,17.8,23,7,10,
KIR,Kiribati,East Asia and the Pacific,MICS,2018-2019,South Tarawa,0.08,0.048,12,39.77,20.1,2.01,124,126,129,53.89,69,8,10,
KIR,Kiribati,East Asia and the Pacific,MICS,2018-2019,Southern Gilbert,0.08,0.104,25.84,40.3,48.35,4.88,124,126,129,14.32,18,5,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Batken,0.001,0.002,0.48,36.07,13.42,0,"6,223","6,425","6,528",7.35,480,2,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Bishkek,0.001,0,0,,0.63,0,"6,223","6,425","6,528",18.85,"1,230",0,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Chui,0.001,0,0,,2.35,0,"6,223","6,425","6,528",14.59,952,0,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Issyk-Kul,0.001,0.002,0.46,35.74,1.21,0,"6,223","6,425","6,528",8,522,2,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Jalal-Abad,0.001,0.002,0.72,33.33,10.12,0,"6,223","6,425","6,528",16.63,"1,085",8,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Naryn,0.001,0,0,,2.22,0,"6,223","6,425","6,528",4.81,314,0,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Osh,0.001,0.003,0.78,38.89,8.31,0,"6,223","6,425","6,528",21.2,"1,384",11,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Osh City,0.001,0.001,0.22,38.89,1.33,0,"6,223","6,425","6,528",4.12,269,1,10,
KGZ,Kyrgyzstan,Europe and Central Asia,MICS,2018,Talas,0.001,0.002,0.58,33.33,1.96,0,"6,223","6,425","6,528",4.45,290,2,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Attapeu,0.108,0.115,25.55,45.07,21.16,8.98,"6,998","7,319","7,425",2.09,156,40,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Bokeo,0.108,0.124,26.04,47.59,21.27,10.83,"6,998","7,319","7,425",2.84,211,55,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Borikhamxay,0.108,0.048,10.59,44.91,23.17,3.51,"6,998","7,319","7,425",4.34,322,34,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Champasack,0.108,0.085,18.73,45.33,26.08,6.25,"6,998","7,319","7,425",9.59,712,133,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Houaphan,0.108,0.124,28.13,44.04,25.46,9.17,"6,998","7,319","7,425",4.52,336,94,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Khammuane,0.108,0.114,23.59,48.13,22.07,11.19,"6,998","7,319","7,425",6,446,105,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Luang Namtha,0.108,0.106,23.58,44.84,25.63,6.84,"6,998","7,319","7,425",2.8,208,49,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Luang Prabang,0.108,0.137,30.78,44.55,22.49,10.66,"6,998","7,319","7,425",7.09,527,162,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Oudomxay,0.108,0.139,29.03,47.79,21.21,11.77,"6,998","7,319","7,425",5.33,396,115,10,
LAO,Lao PDR,East Asia and the Pacific,MICS,2017,Phongsaly,0.108,0.166,35.91,46.13,23.33,14.12,"6,998","7,319","7,425",3.04,225,81,10,
